movie_id,tomatometer,audience_score
2422,15%,35%
2419,40%,65%
2424,70%,73%
2426,50%,57%
2431,22%,73%
2432,45%,75%
2434,79%,70%
2428,52%,55%
2435,59%,65%
2420,89%,82%
2436,66%,76%
2441,54%,49%
2442,88%,83%
2437,71%,73%
2443,60%,79%
2438,25%,46%
2448,,18%
2446,24%,40%
2447,43%,76%
2451,55%,44%
2450,14%,38%
2439,88%,72%
2453,63%,69%
2449,0%,27%
2457,,50%
2456,29%,23%
2459,37%,58%
2463,94%,72%
2464,75%,62%
2460,47%,44%
2465,8%,38%
2466,64%,68%
2468,29%,58%
2470,88%,59%
2473,13%,33%
2475,47%,45%
2472,,
2474,89%,73%
2469,86%,55%
2476,73%,74%
2484,,
2482,73%,84%
2485,41%,55%
2487,43%,41%
2486,47%,33%
2490,,
2481,88%,86%
2489,,38%
2492,36%,47%
2494,58%,50%
2496,58%,56%
2497,32%,66%
2477,8%,32%
2498,12%,30%
2499,86%,73%
2500,11%,55%
2501,91%,88%
2491,16%,54%
2493,81%,87%
2502,80%,93%
2504,29%,59%
2511,,100%
2506,29%,71%
2509,20%,68%
2508,,80%
2510,23%,38%
2513,51%,59%
2505,22%,52%
2514,22%,30%
2515,22%,20%
2516,,25%
2507,26%,32%
2519,88%,73%
2517,69%,64%
2520,73%,54%
2523,17%,
2521,25%,37%
2522,33%,33%
2524,69%,72%
2518,92%,63%
2525,80%,48%
2526,,25%
2527,87%,70%
2530,38%,38%
2528,62%,67%
2532,50%,46%
2531,36%,30%
2536,14%,14%
2537,0%,22%
2535,42%,35%
2538,92%,79%
2539,69%,62%
2541,54%,81%
2533,77%,53%
2543,36%,73%
2545,56%,68%
2540,48%,43%
2546,43%,59%
2548,19%,33%
2549,10%,25%
2551,83%,82%
2556,20%,16%
2554,75%,39%
2555,2%,24%
2558,45%,35%
2560,48%,78%
2552,14%,45%
2563,68%,86%
2567,64%,30%
2571,88%,85%
2562,64%,58%
2566,26%,28%
2568,3%,17%
2564,71%,80%
2572,69%,69%
2573,,
2569,60%,38%
2579,81%,85%
2578,80%,83%
2577,64%,54%
2580,80%,64%
2583,86%,65%
2576,,56%
2581,55%,69%
2584,0%,66%
2586,29%,38%
2587,50%,77%
2590,65%,60%
2596,63%,89%
2592,,67%
2598,48%,42%
2600,74%,69%
2599,92%,79%
2606,15%,58%
2604,,78%
2607,79%,84%
2605,39%,50%
2611,,64%
2608,74%,76%
2613,78%,58%
2615,13%,56%
2612,86%,90%
2618,,50%
2627,,
2623,18%,78%
2620,75%,81%
2626,78%,73%
2631,27%,18%
2635,40%,22%
2637,67%,49%
2638,29%,25%
2636,33%,20%
2641,87%,76%
2642,29%,23%
2639,49%,72%
2643,11%,15%
2644,,38%
2646,56%,29%
2647,55%,48%
2648,,0%
2650,75%,40%
2649,95%,71%
2652,78%,77%
2651,25%,56%
2654,90%,80%
2658,,
2659,,51%
2653,60%,34%
2656,94%,51%
2657,80%,85%
2663,56%,39%
2661,79%,54%
2662,75%,42%
2666,80%,29%
2667,43%,27%
2665,73%,54%
2668,65%,34%
2669,83%,71%
2670,100%,79%
2671,83%,79%
2676,27%,67%
2678,37%,47%
2674,47%,60%
2679,44%,43%
2680,,83%
2682,,72%
2684,,25%
2681,83%,79%
2683,52%,71%
2688,21%,46%
2689,71%,44%
2687,89%,75%
2693,86%,71%
2697,78%,75%
2699,92%,54%
2701,17%,28%
2703,69%,68%
2702,51%,60%
2700,80%,88%
2694,39%,74%
2698,,50%
2707,63%,74%
2706,61%,61%
2711,70%,54%
2710,86%,56%
2712,75%,73%
2713,47%,37%
2709,63%,58%
2715,22%,52%
2714,61%,92%
2721,78%,83%
2723,61%,57%
2720,21%,18%
2718,46%,75%
2726,98%,92%
2724,46%,53%
2727,86%,58%
2725,78%,84%
2730,91%,92%
2736,69%,79%
2735,26%,47%
2734,76%,61%
2733,14%,61%
2738,81%,65%
2739,81%,94%
2737,,20%
2740,50%,46%
2741,,
2744,,
2743,43%,
2748,40%,20%
2751,22%,60%
2749,63%,38%
2746,90%,79%
2752,50%,61%
2754,0%,22%
2750,90%,84%
2758,56%,51%
2757,66%,77%
2755,53%,52%
2753,72%,49%
2762,86%,90%
2767,40%,67%
2766,43%,70%
2763,76%,74%
2761,96%,90%
2765,45%,69%
2769,64%,51%
2770,81%,61%
2772,48%,82%
2778,15%,39%
2777,14%,42%
2779,88%,68%
2780,24%,
2775,63%,68%
2774,39%,78%
2781,76%,66%
2786,18%,53%
2787,67%,50%
2771,31%,66%
2784,67%,70%
2789,44%,49%
2791,97%,89%
2795,93%,85%
2796,,
2783,82%,61%
2798,0%,41%
2799,7%,42%
2802,52%,40%
2800,,84%
2797,97%,82%
2806,19%,31%
2803,53%,61%
2809,19%,64%
2807,5%,24%
2805,45%,42%
2811,,27%
2813,88%,68%
2812,,
2815,20%,56%
2817,14%,25%
2808,33%,46%
2814,,
2824,93%,75%
2821,,53%
2825,67%,100%
2826,33%,65%
2828,16%,24%
2827,15%,33%
2829,53%,34%
2833,74%,66%
2834,33%,60%
2835,10%,30%
2840,22%,63%
2836,51%,65%
2841,68%,70%
2842,43%,38%
2844,58%,46%
2845,13%,44%
2847,100%,82%
2838,27%,50%
2849,38%,36%
2850,58%,27%
2851,25%,31%
2855,29%,31%
2856,,46%
2854,,25%
2860,36%,65%
2858,87%,93%
2859,100%,97%
2861,46%,75%
2864,,
2862,23%,38%
2865,67%,50%
2866,100%,77%
2872,80%,80%
2870,84%,79%
2874,91%,64%
2876,27%,66%
2871,89%,82%
2873,0%,54%
2875,62%,60%
2878,56%,45%
2881,,33%
2885,,
2883,57%,66%
2887,0%,16%
2888,28%,53%
2884,36%,28%
2886,77%,63%
2889,37%,66%
2882,29%,63%
2890,94%,77%
2891,81%,55%
2892,19%,38%
2895,,43%
2894,,
2896,,50%
2899,,8%
2898,58%,37%
2900,53%,40%
2901,74%,67%
2904,,
2908,88%,87%
2906,15%,24%
2912,92%,78%
2907,,57%
2915,,
2909,,80%
2914,14%,53%
2916,82%,78%
2919,88%,77%
2918,81%,92%
2921,93%,86%
2922,92%,73%
2932,92%,89%
2927,,55%
2926,91%,84%
2929,89%,83%
2936,100%,89%
2935,100%,87%
2938,86%,92%
2937,97%,81%
2942,36%,61%
2940,90%,88%
2944,79%,90%
2941,82%,69%
2943,72%,84%
2945,,47%
2946,,40%
2948,95%,84%
2949,95%,82%
2947,99%,89%
2953,33%,61%
2954,,
2950,8%,54%
2959,79%,96%
2960,57%,51%
2956,67%,41%
2961,26%,58%
2963,67%,72%
2962,65%,60%
2964,28%,71%
2957,,88%
2965,8%,30%
2966,95%,91%
2939,80%,68%
2968,90%,77%
2970,78%,92%
2974,17%,15%
2971,85%,86%
2976,72%,70%
2977,30%,64%
2973,94%,91%
2978,28%,48%
2980,40%,71%
2979,11%,27%
2981,,57%
2984,83%,85%
2983,100%,86%
2985,48%,49%
2986,30%,36%
2982,37%,80%
2987,97%,84%
2989,71%,64%
2988,91%,60%
2990,78%,61%
2992,25%,39%
2991,66%,64%
2993,86%,73%
2997,93%,87%
2996,63%,72%
3005,29%,63%
2999,71%,77%
2998,36%,54%
3001,0%,22%
3006,96%,90%
3004,,
3007,94%,90%
3008,,100%
3011,83%,89%
3010,90%,83%
3009,69%,33%
3012,80%,75%
3014,60%,61%
3013,40%,45%
3015,,55%
3018,93%,82%
3017,30%,40%
3019,100%,85%
3020,73%,84%
3016,73%,68%
3021,67%,38%
3023,,89%
3025,,58%
3030,95%,96%
3029,70%,54%
3026,,37%
3032,65%,53%
3031,0%,36%
3034,,
3039,87%,85%
3040,72%,58%
3033,56%,83%
3041,,23%
3037,96%,87%
3042,,36%
3047,86%,
3044,83%,77%
3043,,25%
3048,0%,48%
3045,69%,78%
3049,44%,61%
3050,39%,75%
3052,67%,85%
3053,30%,58%
3051,64%,55%
3055,88%,71%
3061,100%,86%
3057,17%,53%
3056,77%,55%
3060,,75%
3059,,35%
3058,100%,56%
3062,87%,90%
3076,75%,79%
3068,88%,88%
3071,82%,79%
3074,95%,89%
3075,95%,86%
3066,55%,81%
3077,89%,94%
3072,94%,81%
3078,85%,76%
3073,9%,43%
3080,21%,57%
3082,52%,49%
3079,,53%
3081,69%,80%
3084,86%,
3088,,29%
3087,71%,71%
3091,88%,92%
3094,89%,87%
3090,94%,93%
3097,100%,91%
3095,100%,88%
3099,60%,52%
3101,,
3098,81%,88%
3102,81%,58%
3104,94%,87%
3109,,
3108,84%,86%
3107,74%,75%
3106,64%,73%
3111,89%,83%
3110,,
3113,11%,32%
3112,,86%
3115,41%,53%
3114,100%,86%
3120,13%,36%
3121,,35%
3122,83%,51%
3124,41%,71%
3127,45%,47%
3132,,
3133,,72%
3130,16%,26%
3131,29%,50%
3136,,55%
3135,95%,75%
3129,77%,82%
3139,,21%
3140,100%,76%
3142,62%,86%
3144,57%,74%
3145,64%,71%
3147,78%,94%
3146,22%,42%
3152,100%,90%
3141,65%,38%
3137,,
3148,71%,77%
3150,,57%
3138,20%,78%
3151,64%,53%
3154,,
3155,,
3157,67%,41%
3156,36%,58%
3159,81%,75%
3160,83%,89%
3162,25%,14%
3163,89%,79%
3166,,33%
3168,83%,82%
3167,87%,72%
3171,100%,82%
3165,,
3175,90%,79%
3176,83%,80%
3178,,
3173,52%,73%
3177,22%,76%
3179,51%,81%
3182,100%,87%
3180,11%,25%
3183,67%,57%
3185,39%,67%
3181,68%,86%
3187,,62%
3188,97%,80%
3191,,
3186,53%,84%
3189,73%,68%
3190,,9%
3195,,86%
3196,97%,93%
3200,89%,87%
3198,79%,90%
3197,53%,33%
3194,63%,81%
3199,80%,60%
3201,88%,84%
3204,,
3206,70%,45%
3210,76%,80%
3209,,
3213,84%,88%
3203,83%,63%
3207,83%,53%
3212,29%,32%
3215,83%,53%
3214,,
3220,86%,52%
3221,100%,86%
3222,78%,
3219,50%,46%
3228,24%,85%
3229,,60%
3233,100%,50%
3232,100%,90%
3231,50%,48%
3225,3%,49%
3236,50%,43%
3235,17%,73%
3234,,
3239,25%,38%
3240,56%,55%
3243,15%,56%
3242,57%,62%
3247,74%,65%
3249,63%,61%
3248,17%,61%
3250,,
3251,43%,55%
3254,60%,63%
3256,73%,72%
3253,84%,84%
3259,50%,62%
3257,,55%
3260,94%,82%
3258,54%,61%
3263,76%,68%
3262,64%,78%
3264,36%,43%
3268,7%,21%
3271,,85%
3269,,
3273,39%,37%
3274,54%,44%
3279,,
3276,26%,36%
3275,28%,91%
3278,,60%
3280,,
3281,69%,68%
3272,77%,73%
3282,48%,75%
3284,75%,75%
3285,20%,57%
3283,80%,86%
3288,36%,33%
3286,29%,27%
3291,,71%
3292,92%,81%
3293,82%,69%
3294,35%,30%
3295,100%,92%
3297,,
3299,12%,34%
3303,,82%
3296,89%,88%
3301,44%,64%
3302,80%,86%
3305,,70%
3304,100%,88%
3300,60%,77%
3306,,67%
3308,83%,54%
3307,98%,96%
3312,,
3311,100%,79%
3315,,80%
3314,,33%
3318,46%,59%
3316,25%,27%
3317,82%,83%
3321,,
3319,77%,68%
3323,,44%
3324,29%,46%
3325,19%,35%
3327,82%,83%
3332,,33%
3330,82%,90%
3328,83%,86%
3331,,36%
3334,97%,88%
3322,0%,66%
3335,29%,20%
3336,67%,
3337,,52%
3338,94%,91%
3340,45%,28%
3339,75%,87%
3345,,62%
3343,75%,53%
3342,85%,84%
3346,,36%
3349,,
3347,100%,83%
3333,71%,79%
3355,43%,57%
3351,41%,50%
3352,50%,33%
3354,24%,30%
3359,95%,88%
3361,97%,82%
3358,97%,83%
3363,96%,84%
3367,60%,68%
3362,96%,90%
3368,100%,90%
3365,98%,88%
3371,86%,77%
3373,,59%
3374,98%,64%
3375,64%,47%
3364,97%,87%
3377,85%,68%
3370,,32%
3380,80%,53%
3382,50%,
3381,,
3379,77%,69%
3385,58%,33%
3383,,
3384,100%,88%
3388,43%,54%
3387,27%,46%
3389,,27%
3394,,
3390,13%,15%
3391,38%,47%
3393,14%,58%
3395,45%,26%
3392,40%,48%
3398,83%,76%
3397,76%,78%
3402,82%,76%
3399,92%,71%
3396,88%,88%
3401,13%,38%
3403,38%,28%
3400,38%,49%
3411,,86%
3408,84%,81%
3409,35%,68%
3410,64%,80%
3417,100%,85%
3421,90%,89%
3420,83%,80%
3419,80%,71%
3422,91%,73%
3424,93%,90%
3423,56%,79%
3426,81%,67%
3427,94%,50%
3425,71%,75%
3429,93%,81%
3430,68%,68%
3431,33%,44%
3432,11%,54%
3433,14%,40%
3435,97%,95%
3434,0%,32%
3436,23%,65%
3438,34%,60%
3437,6%,44%
3441,46%,65%
3443,,24%
3445,50%,43%
3444,40%,74%
3446,61%,82%
3447,95%,76%
3440,23%,34%
3448,90%,82%
3449,50%,29%
3450,63%,74%
3451,70%,85%
3454,,
3453,17%,61%
3442,11%,60%
3455,63%,67%
3457,51%,78%
3452,32%,61%
3462,100%,95%
3461,60%,52%
3459,50%,49%
3466,55%,76%
3465,50%,57%
3467,,
3470,73%,94%
3469,92%,91%
3471,94%,85%
3468,98%,93%
3474,57%,47%
3477,29%,84%
3479,67%,74%
3480,70%,70%
3481,,
3484,9%,43%
3483,48%,66%
3476,73%,84%
3486,,24%
3492,75%,60%
3490,75%,52%
3489,29%,76%
3491,,57%
3487,100%,87%
3494,89%,84%
3495,83%,63%
3498,96%,89%
3496,78%,64%
3499,90%,89%
3500,58%,38%
3501,73%,75%
3497,71%,69%
3502,42%,74%
3505,,
3506,84%,70%
3507,,79%
3508,90%,92%
3510,70%,81%
3511,23%,52%
3515,63%,57%
3514,65%,63%
3512,62%,79%
3516,71%,65%
3504,91%,93%
3519,59%,56%
3517,,36%
3526,91%,76%
3520,,33%
3518,29%,44%
3521,,
3523,,43%
3513,36%,55%
3528,70%,70%
3527,81%,87%
3535,69%,85%
3534,33%,50%
3531,100%,57%
3537,48%,36%
3536,69%,59%
3538,78%,78%
3539,95%,88%
3540,19%,51%
3544,43%,49%
3545,93%,87%
3543,93%,78%
3541,21%,87%
3542,40%,73%
3546,92%,92%
3547,94%,79%
3548,93%,93%
3549,91%,83%
3550,53%,66%
3554,83%,95%
3551,81%,81%
3553,29%,47%
3552,73%,87%
3556,77%,81%
3557,37%,36%
3555,68%,62%
3562,,
3559,97%,90%
3561,,
3564,25%,20%
3567,73%,60%
3568,53%,56%
3566,73%,71%
3570,42%,33%
3572,10%,23%
3563,22%,43%
3573,,31%
3575,,29%
3576,75%,72%
3574,,26%
3578,77%,87%
3579,10%,56%
3580,46%,36%
3581,59%,89%
3583,,80%
3577,0%,49%
3586,,
3584,97%,90%
3588,69%,58%
3585,,53%
3590,64%,42%
3595,17%,42%
3593,3%,12%
3591,82%,57%
3597,13%,32%
3594,42%,82%
3600,29%,67%
3599,62%,79%
3602,0%,70%
3601,,29%
3608,87%,79%
3603,,33%
3605,100%,83%
3607,,38%
3609,94%,75%
3610,56%,57%
3613,83%,79%
3615,,
3614,63%,35%
3611,83%,41%
3618,66%,57%
3622,,
3619,14%,70%
3620,60%,56%
3623,57%,42%
3621,64%,58%
3625,82%,85%
3627,86%,73%
3624,79%,65%
3635,80%,76%
3633,81%,64%
3632,97%,88%
3631,,62%
3638,,43%
3634,91%,89%
3639,41%,55%
3643,100%,73%
3642,,44%
3646,30%,57%
3649,68%,51%
3644,,71%
3653,100%,91%
3654,92%,86%
3657,66%,77%
3658,87%,73%
3656,100%,69%
3659,78%,59%
3663,0%,33%
3668,,
3664,,33%
3667,15%,18%
3671,88%,91%
3672,86%,55%
3669,47%,55%
3674,,59%
3673,55%,62%
3676,90%,83%
3679,100%,85%
3677,81%,96%
3678,87%,84%
3683,94%,88%
3684,96%,70%
3685,86%,62%
3688,,60%
3686,48%,59%
3682,72%,77%
3690,27%,33%
3692,20%,49%
3689,11%,40%
3698,64%,60%
3696,75%,70%
3699,85%,69%
3701,53%,44%
3697,31%,44%
3693,70%,63%
3702,90%,70%
3700,89%,75%
3704,80%,49%
3706,,
3705,32%,40%
3709,33%,31%
3708,37%,53%
3710,13%,32%
3713,,
3712,69%,63%
3711,60%,87%
3714,50%,62%
3719,49%,40%
3716,23%,42%
3722,,
3718,52%,72%
3720,77%,73%
3721,28%,23%
3725,61%,80%
3724,83%,83%
3726,59%,48%
3729,33%,94%
3728,94%,75%
3732,,
3733,83%,72%
3734,91%,82%
3730,96%,90%
3731,91%,70%
3735,90%,88%
3737,93%,85%
3738,85%,66%
3739,,50%
3741,98%,90%
3743,11%,50%
3747,80%,83%
3745,51%,60%
3742,100%,86%
3748,,52%
3750,11%,48%
3751,97%,65%
3755,47%,64%
3753,,0%
3754,43%,20%
3740,78%,82%
3756,53%,39%
3758,20%,46%
3760,81%,66%
3761,55%,94%
3763,88%,53%
3766,,
3759,67%,61%
3770,77%,46%
3774,21%,65%
3767,,47%
3773,93%,82%
3769,90%,73%
3776,80%,49%
3775,70%,41%
3780,,15%
3778,20%,33%
3783,96%,79%
3781,60%,52%
3785,53%,43%
3782,58%,47%
3786,40%,74%
3792,76%,54%
3795,74%,79%
3791,52%,71%
3793,82%,83%
3790,57%,80%
3798,46%,58%
3789,82%,87%
3801,100%,90%
3805,77%,61%
3804,29%,21%
3802,18%,25%
3803,50%,61%
3806,20%,70%
3807,60%,55%
3809,84%,79%
3800,67%,60%
3810,44%,42%
3811,100%,91%
3813,79%,79%
3814,100%,90%
3819,100%,93%
3818,,55%
3821,26%,33%
3824,19%,54%
3825,23%,71%
3830,55%,66%
3829,57%,51%
3827,78%,53%
3831,,77%
3826,27%,28%
3828,,
3835,36%,58%
3820,21%,42%
3833,38%,28%
3834,75%,48%
3836,78%,88%
3837,38%,57%
3838,40%,42%
3840,65%,48%
3839,25%,42%
3843,78%,60%
3844,68%,89%
3841,13%,35%
3846,,
3847,36%,42%
3848,22%,39%
3851,59%,71%
3852,80%,69%
3856,,88%
3853,75%,84%
3860,54%,46%
3859,86%,72%
3857,3%,43%
3862,68%,47%
3861,41%,66%
3858,53%,67%
3866,,
3865,83%,79%
3868,88%,84%
3870,,
3873,88%,74%
3871,97%,81%
3872,65%,83%
3875,95%,76%
3878,60%,44%
3879,,
3877,9%,26%
3876,75%,71%
3881,56%,93%
3880,94%,77%
3883,47%,65%
3884,,40%
3882,63%,66%
3887,43%,33%
3886,51%,71%
3890,,70%
3891,8%,26%
3888,,60%
3893,83%,45%
3894,90%,86%
3895,11%,29%
3896,45%,70%
3897,89%,92%
3898,,
3901,,
3900,21%,58%
3905,47%,56%
3904,,75%
3907,20%,36%
3908,8%,20%
3903,72%,71%
3909,34%,43%
3910,69%,91%
3911,94%,89%
3913,78%,100%
3914,62%,72%
3915,88%,75%
3917,72%,72%
3916,73%,93%
3918,50%,58%
3919,39%,35%
3921,43%,42%
3922,,39%
3923,36%,26%
3924,33%,34%
3926,76%,40%
3925,96%,88%
3928,89%,85%
3929,100%,74%
3927,91%,67%
3931,22%,21%
3934,63%,46%
3933,50%,24%
3936,33%,84%
3938,38%,43%
3940,,30%
3941,0%,21%
3943,52%,74%
3939,,37%
3944,35%,68%
3945,24%,66%
3950,77%,71%
3951,89%,81%
3946,84%,85%
3949,79%,93%
3948,84%,79%
3952,,
3953,57%,20%
3955,,
3956,,
3958,0%,37%
3957,63%,63%
3959,,43%
3954,45%,64%
3963,78%,70%
3960,,
3961,0%,20%
3966,100%,78%
3965,100%,73%
3964,94%,71%
3967,85%,89%
3969,39%,77%
3971,,84%
3976,43%,42%
3974,55%,55%
3973,14%,18%
3975,23%,19%
3977,68%,45%
3978,43%,65%
3983,95%,88%
3982,52%,65%
3981,14%,28%
3980,42%,81%
3979,22%,56%
3984,64%,58%
3987,52%,32%
3994,70%,77%
3993,75%,83%
3989,97%,92%
3991,31%,32%
3995,57%,57%
3998,39%,43%
3999,48%,41%
4001,63%,51%
4007,79%,81%
4003,40%,52%
4005,73%,66%
4006,58%,85%
4008,85%,76%
4009,82%,81%
4011,73%,93%
4012,56%,42%
4013,17%,32%
4014,62%,83%
4017,81%,74%
4015,17%,47%
4023,53%,67%
4019,74%,79%
4018,54%,54%
4020,100%,89%
4016,85%,83%
4021,73%,84%
4022,88%,84%
4031,32%,42%
4027,77%,89%
4028,74%,78%
4025,41%,69%
4024,82%,73%
4030,17%,39%
4033,83%,80%
4029,86%,70%
4037,96%,79%
4035,62%,49%
4040,33%,56%
4038,,46%
4039,57%,69%
4044,,30%
4042,29%,45%
4043,87%,79%
4045,60%,59%
4046,88%,81%
4048,60%,63%
4036,82%,74%
4049,69%,36%
4050,,47%
4053,,
4054,53%,59%
4052,24%,50%
4057,,28%
4059,46%,64%
4062,75%,55%
4065,60%,66%
4063,63%,39%
4064,79%,75%
4060,40%,56%
4066,64%,70%
4067,54%,77%
4070,,73%
4069,17%,59%
4071,33%,
4073,22%,44%
4078,38%,70%
4076,67%,51%
4079,61%,57%
4082,77%,82%
4081,71%,63%
4083,73%,55%
4086,89%,61%
4085,83%,82%
4087,60%,60%
4089,33%,61%
4090,77%,81%
4080,76%,62%
4092,38%,41%
4094,,
4091,48%,74%
4095,76%,88%
4093,83%,48%
4098,93%,78%
4103,75%,90%
4097,77%,46%
4100,,53%
4101,63%,82%
4104,62%,51%
4102,81%,85%
4108,78%,54%
4106,70%,58%
4107,,59%
4109,13%,51%
4110,74%,56%
4111,47%,55%
4105,95%,84%
4115,33%,70%
4116,88%,80%
4121,82%,65%
4114,80%,73%
4118,,
4117,95%,82%
4120,,21%
4119,100%,84%
4122,58%,59%
4125,9%,20%
4124,0%,15%
4126,50%,63%
4123,37%,39%
4131,50%,35%
4128,76%,85%
4130,42%,55%
4129,,
4134,,
4133,17%,40%
4135,62%,78%
4137,,54%
4138,,47%
4139,93%,93%
4140,,83%
4142,16%,56%
4141,,
4143,12%,33%
4146,25%,67%
4154,60%,56%
4153,,
4155,,64%
4156,14%,44%
4152,31%,61%
4157,49%,73%
4158,19%,27%
4159,14%,46%
4163,11%,62%
4162,23%,44%
4161,54%,44%
4164,45%,52%
4167,32%,37%
4171,94%,69%
4170,32%,17%
4175,57%,74%
4172,63%,68%
4174,80%,74%
4173,60%,58%
4179,92%,93%
4181,60%,46%
4177,65%,45%
4183,100%,88%
4180,25%,64%
4182,17%,59%
4184,84%,81%
4187,,
4185,92%,92%
4166,71%,67%
4188,83%,75%
4186,96%,80%
4189,41%,64%
4190,94%,86%
4191,48%,51%
4192,83%,64%
4193,48%,49%
4195,88%,75%
4194,100%,82%
4198,45%,41%
4197,81%,82%
4199,,35%
4200,35%,42%
4196,71%,40%
4202,,18%
4208,,
4203,21%,65%
4209,25%,31%
4210,,
4205,74%,70%
4211,92%,77%
4206,88%,48%
4213,9%,24%
4215,7%,34%
4217,100%,89%
4214,70%,73%
4212,76%,78%
4216,89%,83%
4204,,
4218,87%,76%
4219,38%,77%
4220,31%,62%
4223,53%,82%
4222,29%,32%
4221,33%,46%
4226,93%,94%
4224,33%,45%
4225,96%,81%
4227,,
4228,100%,57%
4229,9%,32%
4230,67%,60%
4231,,
4233,14%,42%
4234,77%,46%
4236,78%,50%
4232,93%,46%
4239,55%,87%
4238,32%,53%
4240,33%,53%
4243,71%,81%
4245,71%,67%
4242,38%,32%
4250,,
4247,10%,63%
4249,28%,72%
4248,53%,52%
4253,83%,61%
4251,72%,89%
4257,85%,72%
4258,59%,47%
4256,34%,41%
4254,11%,25%
4255,10%,56%
4260,72%,45%
4262,82%,93%
4265,63%,66%
4266,7%,41%
4270,47%,63%
4269,,
4272,73%,89%
4274,,
4267,33%,39%
4259,58%,69%
4275,32%,51%
4273,93%,83%
4276,97%,77%
4277,,21%
4279,95%,63%
4280,74%,79%
4282,78%,75%
4281,47%,77%
4284,,
4287,50%,66%
4288,76%,54%
4292,89%,79%
4290,43%,75%
4293,17%,51%
4294,81%,75%
4296,68%,75%
4305,,31%
4302,60%,57%
4304,93%,73%
4306,88%,90%
4303,37%,85%
4300,67%,79%
4307,47%,75%
4301,87%,87%
4308,,
4313,35%,58%
4316,44%,69%
4315,33%,48%
4317,25%,43%
4318,84%,66%
4314,91%,81%
4319,78%,45%
4321,90%,64%
4322,86%,80%
4323,91%,75%
4326,84%,90%
4324,14%,44%
4327,,82%
4330,89%,85%
4331,89%,31%
4334,97%,91%
4333,63%,54%
4339,89%,82%
4329,100%,91%
4335,,70%
4337,89%,88%
4343,,
4342,65%,79%
4345,61%,58%
4344,25%,59%
4346,11%,38%
4348,40%,79%
4341,10%,35%
4350,100%,82%
4349,79%,76%
4351,70%,79%
4353,,
4354,74%,48%
4358,,39%
4356,98%,83%
4360,67%,57%
4355,38%,68%
4359,87%,76%
4357,84%,78%
4361,90%,81%
4365,6%,52%
4363,57%,71%
4370,74%,64%
4367,20%,47%
4366,49%,53%
4368,42%,26%
4371,71%,87%
4373,27%,63%
4374,53%,63%
4376,97%,86%
4378,87%,85%
4379,14%,28%
4377,48%,44%
4384,81%,83%
4382,25%,32%
4389,51%,78%
4385,58%,75%
4388,15%,52%
4392,,
4387,52%,68%
4393,64%,75%
4396,30%,61%
4394,73%,52%
4400,50%,35%
4404,,
4401,55%,77%
4402,29%,43%
4407,89%,86%
4410,91%,69%
4412,0%,25%
4406,94%,92%
4411,100%,81%
4414,88%,66%
4409,52%,55%
4416,85%,85%
4418,,63%
4419,90%,80%
4420,100%,72%
4425,17%,16%
4426,98%,84%
4413,0%,19%
4428,97%,78%
4432,98%,92%
4433,82%,76%
4436,,60%
4437,65%,66%
4443,56%,54%
4441,,19%
4446,45%,48%
4447,70%,72%
4450,55%,69%
4451,81%,88%
4449,90%,62%
4453,67%,81%
4454,,69%
4452,71%,67%
4456,,32%
4462,29%,46%
4465,,
4463,55%,45%
4464,81%,60%
4468,74%,74%
4467,92%,82%
4469,,47%
4470,,87%
4466,53%,48%
4471,13%,30%
4474,40%,88%
4476,44%,69%
4477,35%,30%
4472,33%,41%
4481,40%,51%
4478,78%,63%
4479,83%,79%
4483,4%,18%
4484,100%,88%
4486,62%,62%
4485,33%,29%
4487,7%,58%
4491,33%,26%
4490,33%,46%
4489,66%,85%
4492,52%,45%
4494,0%,23%
4493,25%,36%
4497,11%,49%
4495,88%,78%
4500,92%,89%
4502,36%,42%
4503,42%,46%
4498,55%,44%
4504,,
4499,89%,84%
4501,48%,65%
4505,17%,71%
4506,93%,91%
4508,83%,74%
4509,40%,70%
4507,0%,33%
4512,0%,40%
4510,38%,50%
4511,27%,59%
4513,67%,28%
4515,92%,91%
4514,,16%
4516,0%,30%
4519,70%,79%
4521,54%,45%
4520,17%,61%
4525,71%,
4523,59%,75%
4524,42%,46%
4526,19%,30%
4530,50%,69%
4531,,25%
4528,50%,32%
4535,85%,89%
4533,91%,79%
4536,,58%
4537,85%,68%
4539,,79%
4538,43%,84%
4542,,
4541,65%,56%
4543,,
4547,75%,47%
4545,,91%
4544,38%,54%
4550,58%,32%
4551,,46%
4549,50%,36%
4548,23%,30%
4553,86%,79%
4556,63%,45%
4554,80%,60%
4555,74%,91%
4558,,
4559,,40%
4560,0%,29%
4557,83%,67%
4561,60%,46%
4562,60%,72%
4563,36%,50%
4565,0%,46%
4567,,17%
4569,10%,46%
4566,,39%
4564,67%,60%
4568,,43%
4570,87%,45%
4573,73%,47%
4572,50%,55%
4574,54%,51%
4575,90%,41%
4577,83%,75%
4578,67%,65%
4582,33%,44%
4579,15%,39%
4581,60%,60%
4583,50%,57%
4584,0%,66%
4590,85%,52%
4587,68%,42%
4591,,
4589,38%,73%
4592,,27%
4593,38%,27%
4580,19%,30%
4594,55%,54%
4595,47%,45%
4597,29%,69%
4596,,38%
4598,,11%
4599,63%,53%
4603,17%,44%
4607,68%,37%
4606,50%,55%
4602,21%,80%
4610,25%,28%
4609,64%,47%
4605,60%,77%
4611,62%,46%
4614,,
4613,22%,44%
4618,24%,26%
