movie_id,tomatometer,audience_score
109733,,65%
109740,90%,72%
109742,88%,69%
109771,,20%
109776,,81%
109773,,44%
109793,17%,22%
109790,,59%
109808,,78%
109800,,87%
109810,,64%
109833,,42%
109850,22%,57%
109853,,85%
109891,,36%
109893,63%,51%
109864,79%,78%
109897,21%,73%
109895,65%,61%
109902,61%,67%
109919,,
109935,70%,55%
109945,,
109941,,58%
109949,,20%
109971,,54%
109983,18%,26%
109981,,33%
109979,,
109985,33%,23%
110004,,
110006,,36%
110030,68%,73%
110034,,
110044,,69%
110052,,62%
110056,,50%
110063,,39%
110067,,29%
110070,,40%
110090,,35%
110102,90%,92%
110110,99%,84%
110114,,85%
110127,76%,41%
110151,,
110163,,
110157,,
110161,,
110181,17%,41%
110177,70%,68%
110194,92%,85%
110198,64%,72%
110219,,45%
110221,,50%
110200,82%,73%
110229,,48%
110250,,
110293,,
110284,,
110297,80%,58%
110318,,18%
110322,56%,38%
110328,88%,72%
110326,,33%
110339,,78%
110350,,76%
110354,,38%
110372,,71%
110377,,35%
110399,,17%
110403,,
110380,6%,62%
110384,40%,48%
110407,,
110417,,3%
110428,,62%
110435,33%,28%
110441,17%,14%
110453,59%,65%
110457,59%,37%
110449,91%,50%
110484,67%,36%
110505,,
110503,94%,91%
110508,,24%
110486,,40%
110515,,33%
110537,,
110501,81%,87%
110519,,15%
110535,,35%
110560,,55%
110599,,23%
110591,74%,53%
110582,100%,73%
110609,,36%
110603,12%,75%
110607,,22%
110613,,42%
110627,,
110629,,
110647,,14%
110649,,47%
110643,,18%
110655,48%,58%
110651,,11%
110675,,
110696,,78%
110737,50%,
110752,,
110718,54%,41%
110746,57%,39%
110750,51%,66%
110744,,44%
110765,58%,71%
110788,,60%
110779,,44%
110769,,74%
110796,89%,56%
110792,,92%
110809,16%,55%
110811,,
110820,67%,80%
110813,8%,54%
110818,,28%
110828,24%,39%
110805,,65%
110852,,14%
110850,100%,59%
110854,,20%
110860,,33%
110858,36%,54%
110826,26%,47%
110862,,44%
110864,,50%
110856,,
110882,91%,72%
110884,,
110892,,77%
110919,,
110889,,32%
110921,100%,
110925,,18%
110923,,20%
110970,,47%
110975,33%,43%
111036,,41%
111103,,
111105,33%,46%
111119,,72%
111109,,47%
111107,,27%
111237,,50%
111261,,20%
111235,98%,89%
111257,,52%
111264,,50%
111285,,44%
111287,68%,30%
111307,,
111290,59%,62%
111283,39%,60%
111303,75%,59%
111310,,38%
111312,17%,18%
111316,,29%
111314,,62%
111320,20%,66%
111322,,42%
111325,,17%
111332,,
111368,,
111384,96%,79%
111375,12%,37%
111389,71%,64%
111387,69%,49%
111373,44%,32%
111405,,81%
111439,16%,68%
111456,,59%
111445,,29%
111505,,58%
111462,,33%
111449,100%,61%
111509,35%,5%
111464,,33%
111523,,
111538,,23%
111536,,29%
111553,58%,29%
111540,33%,65%
111568,0%,42%
111599,,20%
111592,96%,72%
111575,,
111630,78%,44%
111603,,77%
111617,14%,64%
111622,,80%
111632,,
111647,92%,65%
111653,29%,23%
111661,80%,48%
111655,,42%
111659,54%,70%
111663,69%,31%
111665,,
111691,,
111667,,44%
111680,61%,45%
111689,,
111696,,55%
111704,,43%
111706,,42%
111716,,0%
111759,91%,90%
111757,95%,82%
111734,29%,31%
111743,33%,41%
111762,,76%
111793,,35%
111813,89%,77%
111776,,70%
111778,,43%
111815,,
111817,67%,36%
111811,63%,33%
111852,81%,78%
111856,70%,53%
111848,,26%
111876,,
111874,,61%
111887,74%,61%
111917,,
111919,,
111921,80%,85%
111944,50%,51%
111995,35%,40%
111997,,39%
111931,45%,29%
111913,84%,80%
112021,,90%
112019,,52%
112064,100%,90%
112062,80%,48%
112072,44%,49%
112074,,31%
112070,61%,44%
112095,,43%
112087,100%,76%
112085,27%,32%
112112,11%,47%
112138,84%,77%
112173,67%,37%
112181,,
112187,14%,54%
112175,91%,90%
112212,,36%
112224,,50%
112221,22%,9%
112236,65%,72%
112232,,
112255,,
112249,,33%
112242,50%,73%
112251,,27%
112261,80%,77%
112277,,
112259,,70%
112279,91%,55%
112281,53%,72%
112283,40%,42%
112290,97%,81%
112301,,40%
112299,,55%
112303,22%,59%
112309,,29%
112316,51%,62%
112332,14%,61%
112326,,16%
112338,,29%
112399,95%,89%
112404,,76%
112419,,
112370,18%,50%
112412,25%,39%
112408,,38%
112425,8%,26%
112432,100%,
112395,,33%
112439,,45%
112452,,
112436,19%,33%
112450,68%,39%
112469,99%,79%
112463,,30%
112481,6%,43%
112485,80%,67%
112483,,64%
112495,98%,90%
112517,,10%
112519,,50%
112497,24%,36%
112548,,56%
112556,87%,87%
112563,,17%
112565,0%,23%
112582,98%,88%
112591,59%,68%
112596,,59%
112612,,14%
112614,,19%
112625,,39%
112623,90%,88%
112617,,33%
112621,83%,86%
112635,,58%
112642,,21%
112663,,
112657,67%,44%
112655,48%,41%
112689,81%,71%
112697,,
112710,,60%
112702,,
112725,,52%
112729,13%,51%
112735,95%,85%
112743,,56%
112753,,
112749,18%,40%
112762,,35%
112776,,
112772,,
112782,,0%
112774,,12%
112788,16%,33%
112800,,25%
112802,,39%
112804,52%,69%
112846,,29%
112842,,66%
112856,85%,92%
112850,43%,50%
112854,100%,53%
112852,91%,92%
112890,76%,60%
112880,,71%
112897,32%,49%
112893,,43%
112895,81%,34%
112940,87%,65%
112909,72%,53%
112921,100%,100%
112946,48%,59%
112944,,49%
112953,,25%
112925,84%,57%
112957,,84%
112959,74%,53%
112974,69%,35%
113008,,38%
113016,,47%
113029,,
113018,,
113020,,68%
113024,,56%
113039,,86%
113048,,
113058,,
113037,30%,30%
113062,,15%
113071,50%,47%
113085,,50%
113089,83%,79%
113083,100%,90%
113109,,20%
113128,,
113103,42%,57%
113143,,23%
113152,,42%
113170,,84%
113188,,
113149,,
113184,67%,33%
113186,,29%
113198,,22%
113207,80%,68%
113225,51%,45%
113218,,96%
113209,81%,55%
113232,,30%
113234,,54%
113252,95%,73%
113238,43%,37%
113236,,41%
113244,88%,73%
113254,75%,65%
113246,,11%
113280,,70%
113288,,58%
113304,83%,67%
113311,,
113309,,56%
113317,,
113345,27%,38%
113327,,20%
113350,33%,35%
113337,63%,36%
113354,,67%
113368,,25%
113370,100%,92%
113416,15%,31%
113424,,38%
113432,96%,85%
113453,18%,51%
113466,91%,89%
113476,,65%
113468,,43%
113474,,86%
113503,0%,22%
113521,28%,21%
113497,43%,36%
113543,,
113534,,59%
113541,,
113549,,33%
113573,43%,44%
113557,,12%
113575,7%,15%
113582,,63%
113604,35%,61%
113585,,6%
113663,,
113646,,47%
113644,,51%
113668,,37%
113674,65%,38%
113682,,
113698,,
113696,8%,22%
113707,,
113717,,44%
113739,,
113725,,43%
113743,,37%
113746,80%,52%
113769,,
113771,33%,29%
113767,45%,67%
113765,,68%
113775,68%,37%
113780,,100%
113778,,15%
113783,,22%
113798,,36%
113803,,
113816,,
113838,25%,56%
113845,,62%
113843,,
113847,,
113840,89%,91%
113849,45%,39%
113853,25%,18%
113864,,
113868,90%,75%
113889,,59%
113898,,33%
113866,0%,10%
113904,33%,40%
113908,,
113906,60%,38%
113911,,59%
113924,,31%
113933,,31%
113943,,14%
113938,,
113949,,83%
113951,,35%
113953,,
113983,,
113989,80%,
113995,,20%
113981,,
114007,37%,40%
114009,80%,85%
114017,,62%
114046,37%,32%
114060,89%,76%
114042,25%,34%
114048,,
114066,95%,78%
114064,,10%
114072,,53%
114068,75%,
114074,87%,69%
114087,,36%
114089,,
114095,,40%
114124,,58%
114122,88%,52%
114128,,25%
114136,,52%
114134,,
114126,62%,68%
114142,,
114140,,29%
114164,50%,44%
114166,33%,62%
114170,,60%
114093,,14%
114174,,77%
114177,,9%
114182,25%,25%
114195,72%,68%
114238,,
114188,,20%
114217,,75%
114254,,
114250,62%,43%
114263,,83%
114256,,
114265,65%,50%
114271,,
114277,67%,59%
114280,40%,38%
114329,73%,71%
114337,,23%
114286,,29%
114292,,30%
114361,,
114373,,44%
114365,,57%
114376,,83%
114380,,47%
114382,,90%
114378,7%,42%
114400,,25%
114422,,
114398,,40%
114426,50%,71%
114457,60%,65%
114439,35%,46%
114492,14%,72%
114489,,22%
114486,91%,81%
114459,54%,43%
114514,83%,44%
114535,,
114510,,71%
114505,,
114494,,74%
114561,76%,43%
114565,,30%
114563,83%,84%
114577,,0%
114599,86%,52%
114617,78%,90%
114601,43%,59%
114670,,
114678,37%,61%
114640,,12%
114662,72%,84%
114667,75%,68%
114659,24%,14%
114683,,
114694,63%,84%
114696,,62%
114713,29%,36%
114702,67%,39%
114715,72%,73%
114721,,63%
114704,68%,30%
114760,76%,37%
114762,38%,45%
114779,,
114795,24%,58%
114803,,64%
114799,,6%
114756,,53%
114805,,92%
114807,,25%
114809,,43%
114818,,
114836,,18%
114834,,11%
114854,64%,86%
114849,,
114859,,56%
114873,60%,30%
114861,60%,74%
114875,60%,29%
114891,18%,59%
114900,,
114898,,25%
114935,84%,75%
114925,,
114933,100%,78%
114954,,20%
114984,,34%
115027,,
115008,,87%
114980,50%,78%
115065,13%,36%
115071,61%,60%
115122,96%,86%
115082,,
115137,33%,78%
115147,12%,59%
115160,89%,65%
115149,86%,81%
115162,,
115145,42%,74%
115139,,33%
115164,53%,50%
115174,,
115218,,
115216,,
115231,77%,78%
115235,,53%
115242,81%,
115233,67%,83%
115247,60%,74%
115240,82%,54%
115244,,28%
115249,80%,61%
115251,,61%
115258,,46%
115256,,33%
115337,,50%
115335,,56%
115339,,62%
115343,,38%
115333,,71%
115376,,35%
115357,,
115381,61%,58%
115409,,50%
115414,16%,56%
115437,,
115423,65%,81%
115463,88%,50%
115460,,78%
115467,76%,79%
115471,69%,39%
115479,,29%
115526,,33%
115534,,46%
115540,75%,82%
115569,95%,85%
115667,32%,63%
115598,,89%
115611,,33%
115617,89%,91%
115629,92%,77%
115664,82%,77%
115685,,
115678,50%,65%
115676,,57%
115682,,73%
115680,,17%
115687,70%,67%
115692,,54%
115703,,81%
115711,,55%
115713,92%,86%
115748,63%,33%
115724,80%,31%
115754,,28%
115761,64%,56%
115770,37%,67%
115759,,14%
115772,,
115775,,
115779,,55%
115784,,39%
115795,,
115789,,64%
115797,,
115819,,84%
115826,94%,54%
115763,20%,38%
115828,,67%
115824,97%,56%
115831,,25%
115834,,71%
115836,,36%
115864,,74%
115862,,57%
115871,,27%
115883,,12%
115901,,
115895,,81%
115903,65%,65%
115885,,21%
115909,,11%
115911,,42%
115913,,12%
115919,,
115921,,38%
115929,,56%
115941,,44%
115917,,34%
115949,,40%
115923,,25%
115953,,
115951,,
115955,,51%
115971,,41%
115961,,33%
115965,,80%
115967,84%,64%
115975,,
115973,87%,87%
115985,,40%
115981,,29%
115991,88%,62%
115983,60%,38%
116000,,37%
116006,,
116002,,92%
116004,78%,68%
116008,,53%
116010,,45%
116018,46%,43%
116030,0%,31%
116034,,10%
116024,76%,57%
116022,,24%
116032,0%,22%
116026,38%,58%
116052,,41%
116046,,70%
116054,,40%
116036,,23%
116056,,0%
116062,,57%
116070,,
116064,,24%
116076,,27%
116066,,
116078,,0%
116068,,31%
116080,,46%
116086,,
116092,,
116088,33%,19%
116094,,25%
116116,,
116118,,
116120,,100%
116126,,28%
116114,,
116124,,42%
116122,,41%
116130,,31%
116132,,
116141,,
116159,94%,52%
116157,,
116155,,
116163,,27%
116169,70%,73%
116161,87%,66%
116175,,53%
116177,,44%
116183,,82%
116187,,57%
116193,33%,30%
116191,50%,39%
116195,,79%
116201,,17%
116185,,66%
116197,,40%
116209,,89%
116215,,39%
116213,,
116217,62%,78%
116223,,
116219,100%,73%
116233,,
116225,,73%
116231,,42%
116227,83%,71%
116245,,31%
116247,,42%
116249,,7%
116255,27%,48%
116243,,
116267,,86%
116259,,50%
116263,,
116275,,88%
116273,,100%
116281,,16%
116265,,79%
116285,88%,37%
116297,,45%
116295,,39%
116257,,17%
116307,48%,70%
116309,,37%
116301,0%,32%
116319,67%,43%
116287,,
116311,,
116321,,
116323,92%,83%
116325,,53%
116333,,24%
116331,,12%
116337,,17%
116335,,10%
116343,,
116345,,
116347,,17%
116341,20%,
116329,,12%
116349,,20%
116407,,50%
116403,,71%
116409,,
116415,,36%
116411,88%,89%
116413,67%,46%
116419,8%,12%
116423,,
116433,,
116431,,80%
116427,,41%
116437,100%,75%
116441,,71%
116443,,
116453,50%,36%
116447,67%,77%
116455,,24%
116445,,26%
116457,,
116461,,61%
116465,41%,34%
116479,,63%
116487,,67%
116485,,57%
116477,100%,62%
116481,,
116489,79%,82%
116493,58%,37%
116495,90%,65%
116501,,50%
116503,32%,39%
116511,,
116507,,49%
116505,,43%
116515,,
116519,60%,78%
116539,,
116521,,40%
116523,,
116531,,
116547,,58%
116557,,
116560,,62%
116566,,60%
116568,,74%
116586,,
116572,,50%
116588,,44%
116596,,
116598,,12%
116594,,
116604,,0%
116660,,
116606,,8%
116664,89%,75%
116688,,19%
116686,,11%
116680,57%,54%
116694,80%,42%
116696,,10%
116700,,36%
116702,,90%
116704,,72%
116698,,25%
116710,80%,71%
116716,,40%
116724,,83%
116730,,11%
116744,71%,83%
116738,,45%
116756,,56%
116734,,27%
116750,,61%
116754,,54%
116762,,11%
116770,85%,58%
116791,,71%
116797,89%,91%
116789,,22%
116799,73%,52%
116766,56%,73%
116803,,
116801,82%,77%
116809,,15%
116811,,50%
116815,,56%
116817,64%,83%
116807,,60%
116825,,7%
116831,,35%
116833,100%,83%
116821,,
116843,,56%
116839,100%,81%
116845,,91%
116851,,
116853,92%,74%
116849,64%,40%
116865,,
116871,,50%
116841,76%,68%
116859,,56%
116855,93%,89%
116879,,65%
116869,,12%
116887,31%,35%
116895,,73%
116897,94%,92%
116901,,
116907,,
116905,73%,79%
116935,,
116931,,38%
116933,71%,57%
116927,,
116941,27%,44%
116937,,29%
116943,,53%
116949,,
116953,,74%
116963,,60%
116961,,
116971,67%,35%
116977,30%,35%
116979,,25%
116985,10%,21%
116969,,
116989,100%,76%
116987,,
116981,,18%
117003,,82%
117105,,20%
117061,,42%
117107,25%,35%
117111,,66%
117113,,64%
117065,8%,18%
117119,,
117125,,
117121,,46%
117123,91%,61%
117133,,30%
117136,63%,64%
117138,,95%
117129,,
117140,,93%
117148,63%,56%
117146,78%,58%
117158,,71%
117156,58%,46%
117162,19%,20%
117154,38%,34%
117168,,77%
117164,100%,90%
117160,53%,22%
117186,,
117170,,
117180,,42%
117184,93%,80%
117188,,59%
117190,,56%
117196,,32%
117194,66%,72%
117300,,22%
117306,,0%
117310,20%,63%
117316,,
117312,73%,39%
117308,20%,72%
117302,,40%
117318,50%,71%
117322,,
117328,,46%
117334,81%,61%
117346,,
117338,6%,16%
117342,,60%
117350,,39%
117354,,27%
117360,,
117356,,32%
117368,,
117364,100%,92%
117362,,82%
117366,,25%
117374,60%,47%
117372,34%,13%
117430,,
117426,73%,50%
117420,,66%
117436,,
117432,95%,48%
117438,91%,88%
117434,74%,56%
117444,,
117442,,59%
117454,,50%
117456,84%,75%
117448,98%,88%
117460,,31%
117466,43%,53%
117468,,
117470,,
117476,,
117478,,21%
117486,50%,51%
117492,,56%
117490,,60%
117494,,50%
117496,,38%
117506,,
117498,,88%
117500,,
117504,0%,33%
117515,,83%
117517,82%,54%
117511,71%,59%
117519,,73%
117521,,15%
117525,87%,76%
117523,,35%
117533,96%,87%
117529,70%,78%
117537,,
117539,,29%
117543,,52%
117541,,0%
117553,,29%
117551,,55%
117555,75%,91%
117557,,57%
117561,,47%
117563,,43%
117570,,27%
117572,11%,19%
117582,,
117580,,60%
117576,,100%
117584,,
117588,,
117586,,25%
117594,57%,24%
117598,,55%
117590,35%,47%
117602,,29%
117596,,62%
117612,,33%
117610,,27%
117614,83%,42%
117616,,25%
117622,,17%
117624,,42%
117632,45%,36%
117626,,15%
117636,,52%
117634,,20%
117638,,45%
117644,,60%
117648,,27%
117650,,37%
117654,,0%
117652,,24%
117660,,10%
117664,,45%
117672,,67%
117668,58%,53%
117670,,58%
117676,,31%
117678,,72%
117674,,33%
117682,,74%
117686,,75%
117696,,
117680,,52%
117698,,
117688,,
117690,,72%
117700,,53%
117702,,
117706,,74%
117708,,73%
117712,,40%
117718,,19%
117720,,70%
117714,79%,29%
117726,,
117728,,50%
117730,,14%
117734,,13%
117732,,67%
117744,,
117754,,
117748,,17%
117746,,36%
117750,,37%
117752,,
117838,88%,80%
117845,,70%
117853,,
117851,73%,63%
117756,,22%
117857,,40%
117855,71%,33%
117859,,30%
117863,,82%
117869,,
117861,38%,65%
117873,56%,50%
117889,,
117885,27%,39%
117879,69%,67%
117881,85%,85%
117891,,89%
117899,,
117893,28%,30%
117875,47%,57%
117903,,57%
117901,67%,61%
117905,,83%
117909,,
117922,,
117918,,
117920,79%,49%
117926,65%,63%
117924,,100%
117928,100%,82%
117954,,29%
117930,85%,72%
117932,50%,38%
117956,,
117960,,56%
117964,,73%
117977,,45%
117985,,58%
117981,,50%
117987,,33%
118003,,64%
117999,,36%
118006,,33%
118010,,18%
118017,,
118019,,25%
118013,,25%
118036,,60%
118040,,30%
118023,,80%
118050,,38%
118093,,29%
118082,74%,57%
118099,,
118095,100%,75%
118085,,95%
118097,36%,49%
118103,17%,36%
118109,,33%
118115,,49%
118133,100%,100%
118173,,55%
118177,,22%
118189,,
118185,,
118183,,
118193,,89%
118195,,76%
118198,77%,83%
118202,,89%
118212,,
118204,100%,94%
118214,,42%
118216,,70%
118206,25%,65%
118226,,
118222,,
118224,,21%
118228,,46%
118232,67%,53%
118234,,70%
118236,,74%
118250,,45%
118248,8%,15%
118252,49%,34%
118262,,19%
118254,61%,25%
118260,81%,46%
118258,29%,34%
118246,90%,65%
118264,,34%
118268,77%,42%
118266,,31%
118270,33%,22%
118272,,51%
118274,,54%
118256,65%,46%
118276,,28%
118280,,52%
118278,60%,33%
118282,,29%
118284,,46%
118290,,27%
118328,18%,32%
118330,,60%
118300,,29%
118326,40%,19%
118334,17%,23%
118298,,50%
118342,,30%
118332,,40%
118338,,44%
118344,,18%
118346,,9%
118426,,61%
118388,,
118448,,43%
118456,,11%
118380,,16%
118452,,
118350,,30%
118460,,87%
118462,,85%
118472,,38%
118484,,
118492,,
118514,,86%
118496,,62%
118512,,70%
118516,,50%
118524,,38%
118556,,
118574,,94%
118558,,
118572,,50%
118570,,38%
118576,64%,79%
118686,42%,31%
118692,,50%
118690,,38%
118688,,61%
118696,59%,74%
118700,99%,86%
118702,50%,70%
118706,80%,59%
118704,,85%
118710,,
118736,,
118734,,55%
118746,,
118754,,50%
118760,88%,82%
118768,,70%
118776,,21%
118782,,63%
118778,,55%
118786,,27%
118794,,
118796,,
118792,,22%
118790,,47%
118798,,36%
118804,,
118806,,
118800,,9%
118822,,
118812,67%,45%
118826,,18%
118824,,47%
118814,14%,33%
118830,,
118832,100%,
118838,,73%
118840,,0%
118846,71%,76%
118844,,64%
118850,,20%
118862,46%,55%
118820,,
118868,89%,62%
118856,,
118866,,88%
118872,18%,31%
118882,,
118876,44%,43%
118884,,74%
118886,,73%
118888,,88%
118898,89%,69%
118896,,31%
118892,,
118906,,24%
118908,,36%
118902,,34%
118910,,17%
118914,,
118924,85%,64%
118946,100%,50%
118966,,43%
118972,,38%
118970,,38%
118930,100%,94%
118964,,25%
118983,,
118985,71%,68%
118999,,
119031,75%,60%
119035,,
119037,,
119080,64%,72%
119065,50%,73%
119135,,77%
119141,,
119151,38%,60%
119145,74%,84%
119149,,14%
119155,47%,57%
119159,,
119157,,
119153,,97%
119171,,90%
119169,56%,25%
119182,,50%
119186,,37%
119180,30%,28%
119196,,50%
119190,31%,41%
119167,60%,21%
119200,,14%
119214,,79%
119222,,
119303,,60%
119312,,
119216,62%,31%
119226,,31%
119310,,83%
119314,,30%
119316,,
119350,,20%
119318,,66%
119436,60%,42%
119442,,
119430,55%,49%
119438,,
119440,71%,77%
119444,,21%
119563,,52%
119456,,
119454,38%,74%
119450,,
119573,,
119579,,25%
119577,67%,56%
119591,10%,44%
119585,,50%
119595,,
119597,,25%
119601,,33%
119587,,32%
119603,,27%
119605,,62%
119607,,
119609,,33%
119611,40%,30%
119617,,
119619,34%,24%
119625,,38%
119631,,
119615,,35%
119635,,79%
119629,,21%
119637,,41%
119645,25%,72%
119649,,56%
119659,,
119655,12%,34%
119653,,35%
119667,,23%
119663,,74%
119670,95%,71%
119681,,39%
119677,,13%
119685,,55%
119687,,25%
119697,67%,62%
119689,,26%
119703,,21%
119714,,79%
119705,,18%
119760,,67%
119762,88%,82%
119764,,16%
119768,,
119772,,20%
119766,,
119774,88%,30%
119780,,
119794,,
119790,,52%
119788,,
119796,63%,25%
119782,,34%
119800,86%,84%
119802,64%,71%
119808,,
119812,,53%
119804,,34%
119818,,36%
119814,,
119822,,
119826,,83%
119868,,
119860,,12%
119856,,31%
119858,,22%
119901,,76%
119904,,87%
119898,,31%
119907,,91%
119909,,83%
119948,17%,29%
119956,,20%
119958,,30%
119954,,17%
119950,,42%
119962,,29%
119966,,46%
119973,,51%
119977,,27%
119964,14%,20%
120076,,71%
120088,,
120082,,70%
120092,,38%
120090,,83%
120096,,86%
120098,,53%
120100,,
120102,,27%
120106,,12%
120094,,33%
120104,,65%
120108,13%,28%
120110,88%,50%
120122,,
120118,,
120126,,84%
120124,,69%
120112,100%,54%
120134,,
120136,,66%
120142,,39%
120138,77%,85%
120200,,75%
120222,,10%
120212,,62%
120214,100%,26%
120216,,
120218,,19%
120220,,77%
120206,,35%
120224,,58%
120232,,
120242,,
120240,,
120250,,38%
120254,,50%
120252,,
120268,,
120256,,
120262,,67%
120260,,56%
120266,,
120272,,66%
120276,71%,100%
120278,,14%
120284,100%,69%
120288,,
120286,,
120290,,
120294,84%,43%
120292,60%,40%
120301,80%,87%
120311,80%,92%
120313,,
120315,,14%
120309,,47%
120319,,21%
120321,,59%
120317,67%,44%
120378,,42%
120380,52%,74%
120384,50%,73%
120390,,
120398,,16%
120400,,
120396,,33%
120392,42%,52%
120404,22%,
120408,,40%
120410,,
120414,80%,33%
120418,,17%
120412,43%,60%
120420,,23%
120428,,60%
120434,,63%
120436,13%,47%
120424,,
120438,,34%
120430,,33%
120442,,
120448,,71%
120454,,13%
120444,,
120458,36%,68%
120462,,23%
120460,,16%
120470,,32%
120466,33%,56%
120478,95%,90%
120474,100%,82%
120476,,33%
120490,,
120482,,100%
120502,,
120516,,90%
120524,,40%
120518,,
120512,,
120534,82%,57%
120536,,75%
120570,,43%
120572,,76%
120576,,67%
120578,,35%
120584,,60%
120580,,12%
120592,,
120590,,12%
120588,80%,50%
120600,,40%
120594,,46%
120568,44%,25%
120596,,
120606,,50%
120618,,
120608,,46%
120623,,
120612,,17%
120635,13%,44%
120629,,81%
120637,32%,24%
120631,90%,85%
120639,66%,53%
120733,,
120729,,
120749,,
120735,,43%
120743,,
120753,,
120759,,79%
120747,,
120761,,
120763,,42%
120767,,50%
120769,,
120779,,
120765,,84%
120773,,
120775,,62%
120787,100%,91%
120783,,
120781,,
120793,60%,
120791,60%,17%
120799,27%,53%
120805,,
120807,,100%
120811,100%,85%
120813,,
120809,,57%
120815,,
120821,,
120825,23%,24%
120835,,
120833,6%,14%
120837,,56%
120851,,
120823,82%,76%
120839,38%,34%
120845,,18%
120855,,75%
120853,,78%
120887,,
120885,,53%
120897,,73%
120919,,54%
120917,,22%
120921,,44%
120928,,
120925,,69%
120930,56%,41%
120934,86%,64%
120950,,25%
120952,42%,72%
121003,80%,55%
121007,,52%
121015,,
121011,,55%
121017,,
121037,,50%
121031,,12%
121033,,
121039,,47%
121041,,80%
121023,,79%
121049,,12%
121047,,
121029,93%,93%
121053,,
121059,,
121063,,
121065,,
121061,78%,93%
121073,100%,
121077,,73%
121079,,33%
121081,,12%
121083,,50%
121085,,38%
121087,,14%
121093,,
121089,,
121091,,10%
121095,,65%
121097,,59%
121099,67%,41%
121103,65%,65%
121111,70%,77%
121109,,31%
121101,,38%
121117,,19%
121126,28%,52%
121135,61%,28%
121143,36%,61%
121137,,17%
121145,100%,92%
121155,61%,72%
121157,,39%
121165,33%,50%
121150,,
121167,,18%
121169,94%,65%
121173,,
121178,7%,28%
121182,38%,49%
121184,,49%
121180,46%,57%
121194,18%,58%
121188,33%,19%
121198,,18%
121196,9%,16%
121209,,
121217,,
121221,,69%
121225,64%,59%
121207,50%,38%
121229,,38%
121231,95%,66%
121227,78%,83%
121219,,23%
121233,,86%
121237,,67%
121239,100%,50%
121235,0%,24%
121243,38%,63%
121247,,17%
121245,,53%
121251,57%,73%
121249,,80%
121253,66%,40%
121261,18%,31%
121263,,31%
121211,,37%
121267,,21%
121269,,22%
121271,,36%
121275,,53%
121277,,42%
121286,0%,20%
121284,,24%
121290,,
121292,,
121306,,
121308,88%,47%
121296,40%,50%
121304,,
121316,75%,87%
121314,43%,58%
121312,,32%
121326,,3%
121332,,
121340,,50%
121342,,52%
121346,,50%
121350,,60%
121338,,58%
121352,,20%
121354,,40%
121356,,46%
121360,40%,36%
121364,,
121368,,54%
121366,,83%
121376,,0%
121380,,32%
121378,,51%
121384,,
121395,,
121386,,62%
121390,,30%
121403,,94%
121401,,40%
121399,0%,
121405,4%,14%
121407,,41%
121409,,39%
121413,,68%
121421,,20%
121415,,
121432,40%,68%
121426,,
121430,30%,59%
121442,83%,65%
121444,,43%
121440,,35%
121453,40%,34%
121457,0%,47%
121455,,46%
121463,60%,50%
121465,17%,49%
121461,,29%
121459,,19%
121469,,19%
121475,,44%
121471,,18%
121477,,21%
121481,,14%
121485,,
121473,50%,56%
121483,43%,21%
121495,,
121487,62%,66%
121515,,
121517,,13%
121537,,40%
121533,,25%
121545,50%,65%
121489,,48%
121551,,
121596,,
121594,,64%
121602,83%,
121606,,
121608,,
121618,44%,
121614,,
121622,,
121626,,
121630,,
121636,,
121634,,71%
121640,,
121638,,
121648,,
121652,,20%
121656,,
121654,,
121679,,50%
121685,,
121681,,0%
121689,,62%
121683,,67%
121677,,
121691,,24%
121693,30%,51%
121697,,
121703,,82%
121709,,0%
121699,,
121715,,
121695,,
121711,,
121719,,
121723,,50%
121729,,60%
121737,,67%
121733,61%,51%
121741,,67%
121745,,40%
121749,,
121743,,20%
121751,,
121755,,
121753,,
121757,17%,17%
121759,,20%
121777,,77%
121761,,
121779,47%,36%
121781,,27%
121787,,24%
121792,,
121794,,39%
121801,,
121807,,
121819,,
121821,,
121825,,
121799,,16%
121829,,80%
121827,,17%
121815,,71%
121837,,
121845,,40%
121847,,
121839,,16%
121857,,73%
121859,,15%
121855,,
121861,,
121853,,
121863,,50%
121867,,
121883,,
121881,,
121879,67%,79%
121887,,
121885,,
121873,,
121895,,20%
121903,,11%
121919,,
121917,,
121911,,
121913,90%,50%
121923,,40%
121925,,
121921,,29%
121935,,0%
121929,,
121931,,
121945,,27%
121933,,0%
121941,,
121947,,80%
121951,,43%
121955,,43%
121949,,50%
121953,,33%
121959,,0%
121969,,33%
121963,,27%
121981,25%,26%
121985,,88%
121983,,
121989,,56%
121987,,40%
121991,,45%
121993,,
122001,,33%
121999,,
122003,,11%
121997,,
122009,,
122007,,
122005,,35%
122011,,
122021,,
122017,,43%
122027,,55%
122035,,29%
122025,,45%
122041,,
122039,,64%
122045,18%,38%
122064,,
122072,,
122076,,43%
122070,,
122066,,67%
122082,,
122084,14%,56%
122090,40%,35%
122094,,27%
122098,,33%
122096,79%,48%
122092,42%,22%
122104,,
122131,51%,36%
122106,,28%
122133,,51%
122143,,44%
122149,,
122157,,82%
122153,,
122163,60%,30%
122186,,50%
122189,,57%
122193,,83%
122173,,
122191,,29%
122201,,56%
122210,,
122205,,53%
122212,,62%
122203,,
122224,,60%
122234,,
122220,,
122228,64%,53%
122238,57%,55%
122232,,23%
122242,,
122246,,36%
122248,,24%
122250,100%,73%
122262,,25%
122256,,43%
